name,cuisine,rating,no_of_reviews,price_range,user_id,description,place_id,about
El Café de Marco,Bar,4.60,1025,2,0,"El Café de Marco, recognized in BuenosAires, is an inviting café known for its coffee and pastries.",57.00,"{""Service options"": {""Kerbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Drive-through"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Food"": true, ""Food at bar"": true, ""Small plates"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}"
La Casona del Nonno,Eatery,3.90,4269,0,0,"La Casona del Nonno is a known restaurant in BuenosAires, known for its delightful dishes and warm ambiance.",58.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible car park"": false}, ""Payments"": {""NFC mobile payments"": true, ""Credit cards"": true}}"
Restaurante Chino Central,Chinese  ,4.30,903,2,0,"Restaurante Chino Central is recognized in BuenosAires, offering a delectable taste of Chinese cuisine.",59.00,"{""Service options"": {""Kerbside pickup"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible seating"": true, ""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Wine"": true}, ""Dining options"": {""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}}"
Revire Brasas Bravas,Steak house,4.30,2019,2,0,"Revire Brasas Bravas is a renowned restaurant in BuenosAires, specializing in grilled meats and barbecue.",60.00,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Happy-hour drinks"": true, ""Late-night food"": true, ""Small plates"": true, ""Spirits"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""High chairs"": true}}"
Chez Bertrand,French  ,3.70,10,0,0,"Chez Bertrand, situated in BuenosAires, offers a delightful dining experience with a variety of dishes.",61.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true}, ""Dining options"": {""Lunch"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}}"
Parrilla Libre,Chinese  ,3.60,432,3,0,"Parrilla Libre, though not providing a specific address, is a well-known parrilla restaurant in BuenosAires.",62.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Highlights"": {""Fireplace"": true}, ""Accessibility"": {""Wheelchair-accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""All you can eat"": true, ""Beer"": true, ""Coffee"": true, ""Late-night food"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Children"": {""Good for kids"": true}}"
La Churrasquita,Steak house,4.10,2722,2,0,"La Churrasquita, recognized in BuenosAires, is a beloved spot for enjoying classic Argentine barbecue.",63.00,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Healthy options"": true, ""Late-night food"": true, ""Small plates"": true, ""Spirits"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}}"
Ambrosía BuenosAires,Italian  ,4.50,34,0,0,"Ambrosía BuenosAires, located in BuenosAires, is a trendy restaurant offering a mix of international and Argentine cuisine.",64.00,"{""Service options"": {""Dine-in"": true}, ""Offerings"": {""Alcohol"": true, ""Coffee"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true}}"
Places Resto Bar,Bar,4.40,42,2,0,"Places Resto Bar, located in BuenosAires, provides a cozy setting to enjoy a variety of Argentinian and international dishes.",65.00,"{""Service options"": {""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Children"": {""Kids' menu"": true}}"
Café Paulin,Cafe,4.40,2686,2,0,"Café Paulin, a classic café in BuenosAires, is celebrated for its coffee and pastries.",66.00,"{""Service options"": {""Kerbside pickup"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false, ""Wheelchair-accessible seating"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}, ""Children"": {""High chairs"": true}, ""Other"": {""LGBTQ+ friendly"": true}}"
Il Gatto - Obelisco,Italian  ,3.70,8383,2,0,"Il Gatto - Obelisco, situated near the Obelisco in BuenosAires, offers traditional Italian dishes.",67.00,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Late-night food"": true, ""Quick bite"": true, ""Salad bar"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Family friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}"
Corte Comedor,Steak house,4.30,1848,3,0,Grilled meat dishes highlighted in a casual eatery with streamlined furnishings & a leafy terrace.,68.00,"{""Service options"": {""Outdoor seating"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Organic dishes"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""High chairs"": true}}"
Fabric Sushi (Downtown),Japanese  ,3.70,245,3,0,"Fabric Sushi (Downtown) is a stylish Italian restaurant located in downtown BuenosAires, providing classic Italian flavors.",69.00,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Planning"": {""Accepts reservations"": true}}"
La Panera Rosa,Desserts,3.80,3813,2,0,"La Panera Rosa, though not providing a specific address, is a known dining spot in BuenosAires.",70.00,"{""Service options"": {""Outdoor seating"": true, ""Kerbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Late-night food"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}"
Milanga & Co.,Argentinian  ,4.00,2912,2,0,"Milanga & Co., known for its delectable offerings, is recognized in BuenosAires.",71.00,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Late-night food"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}"
Fogón Asado,Argentinian  ,4.80,357,0,0,"Fogón Asado is a well-known restaurant in BuenosAires, specializing in grilled meats and barbecue.",72.00,"{""Service options"": {""Dine-in"": true}, ""Highlights"": {""Great cocktails"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Reservations required"": true, ""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}"
Bar Roman,Peruvian  ,4.10,341,1,0,"Bar Roman, though not providing a specific address, is known for its inviting ambiance and culinary delights.",73.00,"{""Service options"": {""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}}"
La Luciérnaga,International,,,3,0,"La Luciérnaga, recognized in BuenosAires, offers an enjoyable dining experience, but a specific address is not available.",74.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Dining options"": {""Lunch"": true, ""Dessert"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}}"
La Focacceria,Bar,4.40,100,2,0,"La Focacceria is a trendy restaurant in BuenosAires, offering Italian cuisine, including focaccia and pasta.",75.00,"{""Service options"": {""Kerbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible seating"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Food"": true, ""Food at bar"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dessert"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}}"
Ombald,Argentinian  ,,,0,0,"Ombald, known for its contemporary ambiance and unique flavors, is a stylish restaurant in BuenosAires.",76.00,"{""Service options"": {""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}}"
La Carnicería,Steak house,4.30,2537,3,0,"La Carnicería, located in BuenosAires, is celebrated for its high-quality steaks and gourmet meat dishes.",77.00,"{""Service options"": {""Outdoor seating"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false, ""Wheelchair-accessible seating"": false, ""Wheelchair-accessible toilet"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Small plates"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Reservations required"": true, ""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}"
Pony Line,Bar,4.50,2223,4,0,"Pony Line is a cozy bar located in the Park Tower Hotel in BuenosAires, providing a variety of drinks and snacks.",78.00,"{""Service options"": {""Dine-in"": true, ""Takeaway"": false}, ""Highlights"": {""Great cocktails"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Spirits"": true, ""Wine"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}"
Avocado Republic,Fast food  ,4.20,211,0,0,"Avocado Republic, located in BuenosAires, is known for its fresh and healthy menu offerings.",79.00,"{""Service options"": {""Outdoor seating"": true, ""Kerbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Vegan options"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Gender-neutral toilets"": true, ""Toilets"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true}}"
Paco's,Bar,4.60,390,2,0,"Paco's, a popular dining spot in BuenosAires, is celebrated for its delicious culinary delights.",80.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Highlights"": {""Sport"": true}, ""Accessibility"": {""Wheelchair-accessible seating"": true, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Food"": true, ""Food at bar"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}}"
A lo de TEO,Latin American  ,,,0,0,"A lo de TEO, though not providing a specific address, is recognized in BuenosAires.",81.00,"{""Service options"": {""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Dining options"": {""Lunch"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Children"": {""Good for kids"": true}}"
Azorín,Mediterranean  ,3.90,8,0,0,"Azorín, known for its delectable offerings, is celebrated in BuenosAires, but a specific address is not provided.",82.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}}"
Suiren Sushi,Japanese  ,4.70,296,2,0,"Suiren Sushi, though not providing a specific address, is recognized in BuenosAires.",83.00,"{""Service options"": {""Kerbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false, ""Wheelchair-accessible seating"": false}, ""Offerings"": {""Alcohol"": true, ""Coffee"": true}, ""Dining options"": {""Brunch"": true, ""Lunch"": true, ""Dessert"": true}, ""Amenities"": {""Toilets"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Debit cards"": true, ""Credit cards"": true}}"
Bar Ecuador,Cafe,3.80,1672,2,0,"Bar Ecuador, known for its inviting ambiance and culinary delights, is celebrated in BuenosAires.",84.00,"{""Service options"": {""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible car park"": false}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}"
Baghdad,Middle Eastern  ,4.70,178,0,0,"Baghdad, though not providing a specific address, is known for its unique Middle Eastern flavors and ambiance.",85.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Payments"": {""Credit cards"": true}}"
Bar Cabildo de BuenosAires,Argentinian  ,4.20,4969,2,0,"Bar Cabildo de BuenosAires, celebrated for its delightful offerings, is recognized in BuenosAires, but a specific address is not available.",86.00,"{""Service options"": {""Outdoor seating"": true, ""Kerbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Happy-hour drinks"": true, ""Late-night food"": true, ""Small plates"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}"
Mr. Ho,Korean  ,4.70,3293,2,0,Down-to-earth establishment offering quick Korean dishes in a colorful dining area.,87.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Family friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}"
Parrilla Y Tenedor Libre,Chinese  ,3.70,42,0,0,"Parrilla Y Tenedor Libre, though not providing a specific address, is a well-known dining spot in BuenosAires.",88.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Children"": {""Good for kids"": true}}"
Café Valerio,Bar,4.20,4746,2,0,"Café Valerio, recognized for its cozy ambiance and inviting setting, is a popular café in BuenosAires.",89.00,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Highlights"": {""Great cocktails"": true, ""Sport"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Late-night food"": true, ""Small plates"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}"
Ouro Preto,Cafe,4.10,3936,2,0,"Ouro Preto, known for its delicious dishes, is celebrated in BuenosAires, but a specific address is not provided.",90.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Late-night food"": true, ""Small plates"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""High chairs"": true}}"
Shawarma.Dubai ( inestegram ),Bar,4.30,827,1,0,"Shawarma.Dubai (inestegram), though not providing a specific address, is known for its Middle Eastern flavors.",91.00,25
DeliWok restaurant,Chinese  ,4.10,115,0,0,"DeliWok restaurant, though not providing a specific address, is recognized in BuenosAires.",92.00,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true}}"
Break 360,Restaurant,4.00,2,0,0,"Break 360, located at Av. Corrientes 862 in BuenosAires, offers a mix of international cuisine in a modern and trendy setting.",93.00,"{""Service options"": {""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}}"
